URL,Time,Wait time,Status,Body size,Content-Type,Content-Encoding
https://restifytest.spaceout.pl/webdev2.png,946.5390000000001,57.795,200,12700433,image/png,
https://restifytest.spaceout.pl/,62.734,60.78,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,941.715,47.764,200,12700433,image/png,
https://restifytest.spaceout.pl/,45.391,42.479,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1750.731,46.876,200,12700433,image/png,
https://restifytest.spaceout.pl/,45.08,43.107,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1562.873,50.178,200,12700433,image/png,
https://restifytest.spaceout.pl/,42.452,40.477,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1102.0049999999999,50.07,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.58,41.973,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1138.2939999999999,48.105,200,12700433,image/png,
https://restifytest.spaceout.pl/,54.918000000000006,51.56,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1230.396,45.59,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.041,41.605,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1518.835,47.441,200,12700433,image/png,
https://restifytest.spaceout.pl/,44.964000000000006,42.765,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1017.6560000000001,57.79,200,12700433,image/png,
https://restifytest.spaceout.pl/,44.397,42.064,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,936.245,45.536,200,12700433,image/png,
https://restifytest.spaceout.pl/,41.697,39.86,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1041.133,53.451,200,12700433,image/png,
https://restifytest.spaceout.pl/,48.777,46.997,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1186.4080000000001,46.947,200,12700433,image/png,
https://restifytest.spaceout.pl/,38.57,36.957,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1020.851,49.876,200,12700433,image/png,
https://restifytest.spaceout.pl/,45.655,43.692,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,968.3530000000001,60.86,200,12700433,image/png,
https://restifytest.spaceout.pl/,46.275,44.485,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,948.749,59.859,200,12700433,image/png,
https://restifytest.spaceout.pl/,54.374,52.797,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1360.971,51.641,200,12700433,image/png,
https://restifytest.spaceout.pl/,65.45,63.606,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1157.698,52.144,200,12700433,image/png,
https://restifytest.spaceout.pl/,48.128,46.618,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,961.987,47.694,200,12700433,image/png,
https://restifytest.spaceout.pl/,46.085,43.749,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,946.745,46.032,200,12700433,image/png,
https://restifytest.spaceout.pl/,48.758,47.268,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,931.5649999999999,55.509,200,12700433,image/png,
https://restifytest.spaceout.pl/,53.001999999999995,51.049,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,898.832,43.558,200,12700433,image/png,
https://restifytest.spaceout.pl/,37.289,35.702,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,888.263,44.935,200,12700433,image/png,
https://restifytest.spaceout.pl/,54.73400000000001,52.886,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,939.829,51.659,200,12700433,image/png,
https://restifytest.spaceout.pl/,54.74999999999999,53.166,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,919.999,63.083,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.842,42.018,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,919.235,51.118,200,12700433,image/png,
https://restifytest.spaceout.pl/,55.809,54.003,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,946.926,47.371,200,12700433,image/png,
https://restifytest.spaceout.pl/,55.706999999999994,53.696,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1236.597,47.465,200,12700433,image/png,
https://restifytest.spaceout.pl/,49.414,47.833,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1126.875,45.799,200,12700433,image/png,
https://restifytest.spaceout.pl/,42.111,39.004,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1181.918,49.929,200,12700433,image/png,
https://restifytest.spaceout.pl/,46.945,44.692,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1233.768,46.329,200,12700433,image/png,
https://restifytest.spaceout.pl/,52.614000000000004,50.837,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1310.674,46.635,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.028,40.926,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,958.876,46.792,200,12700433,image/png,
https://restifytest.spaceout.pl/,47.221000000000004,45.439,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1185.354,52.56,200,12700433,image/png,
https://restifytest.spaceout.pl/,40.836999999999996,38.727,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1172.576,53.093,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.775,42.143,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1005.676,54.028,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.639,42.115,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,929.2779999999999,45.677,200,12700433,image/png,
https://restifytest.spaceout.pl/,48.099999999999994,46.205,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,917.319,51.084,200,12700433,image/png,
https://restifytest.spaceout.pl/,52.914,51.386,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,878.7570000000001,46.073,200,12700433,image/png,
https://restifytest.spaceout.pl/,42.856,41.184,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,906.897,48.52,200,12700433,image/png,
https://restifytest.spaceout.pl/,44.339,42.613,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,936.4680000000001,56.676,200,12700433,image/png,
